Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A],IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A],delIDS [A],delIDS [A],RatioIDS,RatioIDS
Standard,MgCl2,0.5,1.0,0.1,5.2711963333333335e-06,1.7202182261010302e-06,5.2862972e-06,1.6974136091791764e-06,1.5100866666666358e-08,3.4966153793251897e-08,1.004417811049404,0.009437470221245666
Standard,MgCl2,0.5,1.0,0.2,1.1102039066666666e-05,3.694622481523033e-06,1.1254153666666667e-05,3.74203341233778e-06,1.521146000000011e-07,4.7448796417612685e-08,1.0137898727223167,0.00042652726836580674
Standard,MgCl2,0.5,1.0,0.4,2.0436604e-05,6.824019735349831e-06,2.0869252e-05,6.997083007800036e-06,4.3264799999999724e-07,1.9594433271722876e-07,1.0207942016947482,0.004139289534045039
Standard,MgCl2,0.5,10.0,0.05,2.935197831004657e-06,7.974672742529779e-07,3.0252668928809048e-06,8.20032748687284e-07,9.006906187624749e-08,3.9956005404173056e-08,1.0311872491895244,0.011380900177832352
Standard,MgCl2,0.5,10.0,0.1,5.288411503659348e-06,1.763798599446528e-06,5.423007538256819e-06,1.7652966272385742e-06,1.345960345974714e-07,2.539437624072924e-08,1.0277618629796759,0.012386314024901661
Standard,MgCl2,0.5,10.0,0.2,1.061005622089155e-05,3.5458467553018684e-06,1.1068923206919493e-05,3.702925919851115e-06,4.5886698602794304e-07,1.8512932505946095e-07,1.0432928730545379,0.007958028408449863
Standard,MgCl2,0.5,10.0,0.4,1.9669795342648038e-05,6.339582413719827e-06,2.1098820625415837e-05,6.794286894567511e-06,1.4290252827677973e-06,4.5487059705414525e-07,1.0727324683755064,0.0006584026950518451
Standard,MgCl2,0.5,40.0,0.05,3.0346649999999996e-06,8.647199873043191e-07,3.1165981216931226e-06,8.852880754317286e-07,8.193312169312245e-08,3.48259762266533e-08,1.02740442544338,0.008593333322378017
Standard,MgCl2,0.5,40.0,0.1,5.631504312169312e-06,1.9067345652473065e-06,5.792435714285714e-06,1.9396847978809753e-06,1.6093140211640216e-07,4.1520063745902766e-08,1.0297851103976499,0.007725356185872858
Standard,MgCl2,0.5,40.0,0.2,1.0532931216931218e-05,3.5591842176721477e-06,1.134935494708995e-05,3.9104941221524496e-06,8.164237301587316e-07,3.672661065604174e-07,1.0754585430833667,0.012565084665557195
Standard,MgCl2,0.5,40.0,0.4,2.029105740740741e-05,6.949479082201201e-06,2.327103756613757e-05,7.949288101199659e-06,2.9799801587301615e-06,1.056816188417976e-06,1.1473748931943808,0.015258894094959126
Standard,MgCl2,0.6,0.01,0.05,2.407174881380781e-06,8.778351283330188e-07,2.394543724643476e-06,8.788055778429644e-07,-1.263115673730509e-08,1.0172091524429192e-08,0.994379480393618,0.004319964662352756
Standard,MgCl2,0.6,0.01,0.1,4.748099198987072e-06,1.8764958042456431e-06,4.7611386125549784e-06,1.8718793368772367e-06,1.3039413567906355e-08,1.357766674070476e-08,1.003350788092483,0.0030389644096996547
Standard,MgCl2,0.6,0.01,0.2,1.1371555872317738e-05,4.077253193851074e-06,1.1462321671331466e-05,4.12322493136244e-06,9.076579901372662e-08,4.758297220851827e-08,1.0075746698853048,0.0019482358050968726
Standard,MgCl2,0.6,0.1,0.05,2.959444011976048e-06,8.356715343397273e-07,2.999989427811044e-06,8.360080779415279e-07,4.0545415834996576e-08,6.742131839455959e-09,1.014399398849464,0.004067863222912476
Standard,MgCl2,0.6,0.1,0.1,5.219170039920159e-06,1.7359772743679252e-06,5.223159421157685e-06,1.7263700073089814e-06,3.98938123752477e-09,9.710592829725468e-09,1.0013227268662084,0.0026170283792799035
Standard,MgCl2,0.6,0.1,0.2,1.1402411523619427e-05,3.773907922038995e-06,1.1545204497671325e-05,3.823797737026085e-06,1.42792974051897e-07,5.0363583707387935e-08,1.0124503618521166,0.0006142291068313598
Standard,MgCl2,0.6,1.0,0.05,3.003755733333333e-06,8.215900016785094e-07,3.0281544e-06,8.078394951243468e-07,2.4398666666666627e-08,2.8673338323490598e-08,1.0098051774597103,0.013056602975627291
Standard,MgCl2,0.6,1.0,0.1,5.262932933333333e-06,1.6654023800708627e-06,5.350748533333334e-06,1.729697411327627e-06,8.781560000000012e-08,8.587625241590352e-08,1.0155136912592309,0.0111870263332993
Standard,MgCl2,0.6,1.0,0.2,1.1086783466666667e-05,3.7082685713534895e-06,1.1374080266666669e-05,3.808346152034427e-06,2.8729680000000204e-07,1.0993341685002031e-07,1.0258364107491038,0.0034998858247182814
Standard,MgCl2,0.6,10.0,0.05,2.9437558349966738e-06,7.82222660722145e-07,3.1247030738522955e-06,8.19107821020664e-07,1.8094723885562202e-07,3.7100707849155796e-08,1.06219705819283,0.004183624297318911
Standard,MgCl2,0.6,10.0,0.1,5.335960126413839e-06,1.7290343312427683e-06,5.6297083499667324e-06,1.8159335956425592e-06,2.9374822355289393e-07,8.696353161668605e-08,1.0554546361835342,0.002116676171220627
Standard,MgCl2,0.6,10.0,0.2,1.0683001437125747e-05,3.5423514154967473e-06,1.1655882135728543e-05,3.969990060778148e-06,9.728806986027947e-07,4.5246903974703455e-07,1.0884227101619788,0.016821183692799488
Standard,MgCl2,0.6,40.0,0.05,3.0005100264550266e-06,8.470091730437251e-07,3.329282354497354e-06,9.822483876033453e-07,3.2877232804232764e-07,1.4923199397777592e-07,1.1067458369293803,0.02406509144495319
Standard,MgCl2,0.6,40.0,0.1,5.6113206084656066e-06,1.9028797862327485e-06,6.199828915343915e-06,2.0680396071323427e-06,5.88508306878307e-07,1.662991723549291e-07,1.1062744561612872,0.006621691240263168
Standard,MgCl2,0.6,40.0,0.2,1.0683644206349207e-05,3.648769431203832e-06,1.2405591904761906e-05,4.243368648904548e-06,1.7219476984126996e-06,6.199514470021368e-07,1.1613273184928452,0.01490292765467041
Standard,MgCl2,0.7,0.01,0.05,2.4048106998533923e-06,8.440703221383606e-07,2.4265061003598557e-06,8.602596448218953e-07,2.169540050646385e-08,2.1736028088791654e-08,1.008429775287773,0.00621778546206854
Standard,MgCl2,0.7,0.01,0.1,4.749471865920299e-06,1.883393934926189e-06,4.7620649180327875e-06,1.863997439485428e-06,1.2593052112488401e-08,2.3282017445722205e-08,1.0043501876889163,0.006560572784786408
Standard,MgCl2,0.7,0.01,0.2,1.1289761591363455e-05,4.0254167344682e-06,1.1387701278155405e-05,4.093791656205242e-06,9.793968679195009e-08,6.850285172497844e-08,1.0076886239525158,0.004154338317351418
Standard,MgCl2,0.7,0.1,0.05,2.9861572455089822e-06,8.018065618263597e-07,3.0254254357950767e-06,8.204333312432536e-07,3.9268190286094205e-08,3.826115756648882e-08,1.013001842285087,0.011046191666012846
Standard,MgCl2,0.7,0.1,0.1,5.2314955023286765e-06,1.693382330432553e-06,5.246065568862276e-06,1.7350235855360895e-06,1.457006653359929e-08,4.75700140600663e-08,1.0012286366322667,0.0078206954338677
Standard,MgCl2,0.7,0.1,0.2,1.1324043087159014e-05,3.7673549116408136e-06,1.1553920778443114e-05,3.840803459085524e-06,2.2987769128410026e-07,7.350577117804615e-08,1.020379006944797,0.0004134487377849588
Standard,MgCl2,0.7,1.0,0.05,3.0055042e-06,8.283096939481513e-07,3.0997581333333333e-06,8.552006710473594e-07,9.425393333333347e-08,2.9170238527878955e-08,1.0314124680644732,0.0036425490473524147
Standard,MgCl2,0.7,1.0,0.1,5.288045333333334e-06,1.7528725617417187e-06,5.425292933333335e-06,1.7861203617686729e-06,1.3724760000000044e-07,6.902223653171423e-08,1.0271387495617124,0.01341906257502158
Standard,MgCl2,0.7,1.0,0.2,1.1100924733333331e-05,3.718655901153643e-06,1.1620836933333334e-05,3.9566164085706645e-06,5.199122000000004e-07,2.4713566932865163e-07,1.045154478400907,0.009033792807753826
Standard,MgCl2,0.7,10.0,0.05,2.984166453759148e-06,8.253056171643187e-07,3.3826884630738532e-06,9.919936162012232e-07,3.985220093147041e-07,1.667424982606285e-07,1.1295023520961098,0.02240703516252946
Standard,MgCl2,0.7,10.0,0.1,5.4421697937458415e-06,1.7666970444101292e-06,6.217712275449102e-06,2.0478685244600334e-06,7.7554248170326e-07,2.9144104071939904e-07,1.1419444907449157,0.01474379028126142
Standard,MgCl2,0.7,10.0,0.2,1.0813846746506984e-05,3.6172995215903404e-06,1.2714704537591484e-05,4.343398340644339e-06,1.9008577910844983e-06,7.595331124916843e-07,1.1738154257946203,0.020599672788217203
Standard,MgCl2,0.7,40.0,0.05,3.057151455026455e-06,8.881292417117739e-07,3.7056104232804238e-06,1.1001185677543684e-06,6.484589682539689e-07,2.1213695566895987e-07,1.2102685749421205,0.009700555536104015
Standard,MgCl2,0.7,40.0,0.1,5.785907962962963e-06,1.9488090713948794e-06,7.026757380952382e-06,2.3130384046413938e-06,1.2408494179894195e-06,3.6642863565819463e-07,1.2172300844580677,0.015773568968317258
Standard,MgCl2,0.7,40.0,0.2,1.0996077328042327e-05,3.731590733215063e-06,1.384007187830688e-05,4.715303523853142e-06,2.8439945502645535e-06,1.0022098835258873e-06,1.2584711638755524,0.016434376605740045
Standard,MgCl2,0.8,0.01,0.05,2.387977085832334e-06,8.518561419178848e-07,2.3954572962814875e-06,8.419521662128278e-07,7.480210449153475e-09,1.2060402311324145e-08,1.0043817503575247,0.005559721737713032
Standard,MgCl2,0.8,0.01,0.1,4.7650248540583765e-06,1.835866969661606e-06,4.774926417433027e-06,1.857682197668394e-06,9.901563374650403e-09,3.653800771152118e-08,1.001129217083383,0.006124507159599517
Standard,MgCl2,0.8,0.1,0.05,3.018945675316034e-06,8.260275720226946e-07,3.0517339387890887e-06,8.609785235115692e-07,3.278826347305458e-08,4.2354384773219406e-08,1.0094229831978498,0.010401748788132456
Standard,MgCl2,0.8,0.1,0.1,5.230971929474385e-06,1.7380000825885435e-06,5.292852947438457e-06,1.7916557640150926e-06,6.188101796407227e-08,6.842968681471591e-08,1.0106213869309817,0.008881039762919306
Standard,MgCl2,0.8,1.0,0.05,3.0326850666666666e-06,8.199980866878247e-07,3.2662548e-06,8.863565664897621e-07,2.3356973333333314e-07,6.823079698503722e-08,1.076961151930189,0.005091597781723075
Standard,MgCl2,0.8,1.0,0.1,5.332073533333334e-06,1.7519585641054907e-06,5.679290133333333e-06,1.949508480841203e-06,3.4721659999999964e-07,2.272686211938645e-07,1.0624331430088823,0.023194496629344724
Standard,MgCl2,0.8,10.0,0.05,3.096808416500333e-06,8.311184477489828e-07,3.850404584165003e-06,1.0565176697520725e-06,7.535961676646705e-07,2.2546460548263044e-07,1.241778441530583,0.00881043946496816
Standard,MgCl2,0.8,10.0,0.1,5.759625156353958e-06,1.8471305227548205e-06,7.209441536926147e-06,2.370312934268549e-06,1.4498163805721894e-06,5.285336315258219e-07,1.2500331753053986,0.0154935457279602
Standard,MgCl2,0.8,40.0,0.05,3.1447597089947092e-06,9.396786656652105e-07,4.1132567460317465e-06,1.2488843598916743e-06,9.684970370370366e-07,3.1057837457527433e-07,1.3065046335926953,0.011520913197357246
Standard,MgCl2,0.8,40.0,0.1,6.100456084656084e-06,2.019986392828634e-06,8.00821439153439e-06,2.6076742283823267e-06,1.9077583068783057e-06,5.913653270657397e-07,1.3151288769366474,0.018060434494101864
